Incidenct Code;Customer Company Group;Customer Company;Creation Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000993075;IBERIA;IBERIA;15/02/2018 14:19;;Assigned;Error en la Aplicación Gestion de Tiempos (Tarjetas Identificación Personal Iberia);ELS_RRHH_CORP_COMUN;Delivery;Delivery;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;20/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR (Madrid);
INC000000993063;IBERIA;IBERIA;15/02/2018 14:43;;Assigned;Fallo Contraseña ARIBA;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Baja;;Mantenimiento Financiero;INCIDENT;21/02/2018;ACCESS FAILURE;PASSWORD RESET;14;REU AEROPUERTO;MNG AEROPUERTOS REUS-GERO (AHABR0)
INC000000993058;IBERIA;IBERIA;15/02/2018 14:27;;Assigned;Ariba Activación Formularios;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Baja;;Mantenimiento Financiero;INCIDENT;20/02/2018;SOFTWARE FAILURE;;14;NEO-MARTINEZ VILLERGAS 49;SEN MNG SERVICIOS INGENIE (APXA00)
INC000000993019;IBERIA;IBERIA;15/02/2018 13:52;;Pending;OB23647644 the client cannot proceed with booking.;AM_MTO_IBCOM;Application Tower;Ib.com;Media;[2/23/2018]NIIT.abansal, Chaser sent to user. [2/21/2018]NIIT.abansal, Mail sent to user as this is working ok, test done and no issues witnessed. Details attached, awaiting closure confirmation from user.;MANTENIMIENTO IB.COM;INCIDENT;23/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR;
INC000000993017;IBERIA;IBERIA;15/02/2018 13:48;;Assigned;Incidencia CKI;CKI;Application Tower;PSS;Baja;;Mantenimiento Pasaje;INCIDENT;15/02/2018;SOFTWARE FAILURE;;14;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. OPERATIVA (AHAG00)
INC000000992997;IBERIA;IBERIA;15/02/2018 12:55;;Assigned;No funciona;BT CSR;Network Tower;Network Tower;Media;[BT] Nuestro proveedor nos informa que se ha programado una visita a la sala para este Lunes 19/02.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;19/02/2018;DEFAULT;DEFAULT;14;NEO-MARTINEZ VILLERGAS 49;D. SERV. AEROPORTUARIOS (1AH000)
INC000000992975;IBERIA;IBERIA;15/02/2018 12:17;;In Progress;Abrir incidencia NDC-RESEIBER ELS-GARANTIA.;NDC - RESIBER ELS - GARANTIA;Delivery;Delivery;Baja;;Mantenimiento Pasaje;INCIDENT;16/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR;
INC000000992959;IAG CARGO;IAG CARGO;15/02/2018 11:44;;Pending;cancelacioness en la web / IAGEBS-69017;CARGO-OPTIMA ACN;Application Tower;CARGO;Alta;2.28-[OPTIMA]-AFLS suggested that this could not be treated as P2 as they could see that the bookings from IAGPORTAL do not even contribute to 1% of the total number of bookings made in the last two months. 2.28-[OPTIMA]-We had a quick call with AFLS,ANA C and CALUM and AFLS explained the scenario. PFA email. 2.28-[OPTIMA]-Chaser has been sent to AFLS 2.28-[OPTIMA]-we have asked the suppliers on a separate note, just to see the impact (if its wider), to let us know how many bookings are being impacted because of this ? is it all bookings that will be cancelled from eBooking (via RQ) is impacted ? 2.28-[OPTIMA]-AFLS will discuss this with their technical team and will let us know the ETA for the fix shortly. 2.28-[OPTIMA]- We have called the suppliers and asked them to provide a way about. 2.28-[OPTIMA]-As per the suppliers, they asked to link all the Ebooking cancellation issues with this ticket i.e. INC000000992959. We are therefore linking PBI000000052257 with this ticket. 02.27: [OPTIMA]: Mail received from suppliers that they have captured the relevant logs and are currently working on this case with priority and keep us posted on the updates shortly. 02.27-[OPTIMA]- We have asked the suppliers to give an ETA. 02.27-[OPTIMA]- the suppliers advised to get the xml request/response from the user. We have shared the same with the suppliers now. 02.27-[OPTIMA]- We have asked the suppliers to investigate into this. 02.26-Mail sent to user system is working as expected , JC need to check if the cancellation done from PORTAL having the same details as user mentioned 02.26-Mail received form user , booking has been cancelled for AWB , for some AWBs cancelled but user can't use due to NIL next to those AWBs 02.26-Chaser mail sent to user to provide any updates on this issue. 02.26-Called to service controller and mentioned that we have not received the updates from user, so we have asked to degrade the priority and service controller also confirmed to downgrade the incident. So we are downgrading the priority to P3. 02.23- Mail sent to user that please follow the steps that are provided by team and let us know if still face the issue 2.23-We believe that the awb was already in USE by U158835 user (in BA80) and hence the cancelation action was triggered from eBooking but due to the ‘AWB IN USE’ error, it didn’t proceed in Optima. We have asked the user if he could please try again and ensure that he has not opened the AWB in BA80. 02.23-Mail sent to user that we are investigating the issue as we have extracted the xmls for the AWB 125-49747191. We shall keep you updated with the progress. 02.22-Mail sent to user that AS discussed on skype, could you please provide any examples on this issue. 02.22- We are discussing with user on skype and we have already updated the user also sent the email included JC and James 02.22-Mail sent to user that we have checked the AWB 125- 48755840 that is in ACCEPTED state in the database but the logs are purged for the same. Could you please provide any live examples for that you faced the issue today as logs are available for today.;Mantenimiento Cargo;INCIDENT;28/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000992900;IBERIA;IBERIA;15/02/2018 12:25;;Assigned;incidencia Salesforce;Soporte Externo MDM;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;15/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000992894;IBERIA;IBERIA;15/02/2018 12:01;;Pending;3 EMISORAS;Soporte Radio/Analógico;Network Tower;Network Tower;Media;Pte usuario;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;15/02/2018;DEFAULT;DEFAULT;14;PMI AEROPUERTO;RAMPA PMI (AHAKS00M)
INC000000992882;IBERIA;IBERIA;15/02/2018 12:02;;Pending;[CIP] OB20253832 - tickets 075-5963259666 and 075-5688469217;NIIT_MTO_COMARCH;Application Tower;Comercial y CRM;Baja;Awaiting to get feedback from Fares Team on the correct FBG.;Mantenimiento Comercial y CRM;INCIDENT;28/02/2018;DATA ISSUE;;14;SIN IDENTIFICAR;
INC000000992880;IBERIA;IBERIA;15/02/2018 13:52;;Pending;AMO001 - (Pdte Prov.) Discrepancia botellas oxígeno instaladas EC-LKH (SN 6732X y SN 696692);FNO-MANTENIMIENTO TERCEROS;Application Tower;FLIGHT OPERATIONS;Media;;Mantenimiento Operaciones;INCIDENT;21/02/2018;SOFTWARE FAILURE;;14;EDIF.103 - HANGAR 1;MNG. PROGRAMACIÓN REVISIO (AMNB01)
INC000000992861;IBERIA;IBERIA;15/02/2018 10:56;;Pending;Resiber/OTA cambio de puerto;ASSECO_MTO_CKIONLINE;Application Tower;CHEKIN / RESIBER;Baja;;Mantenimiento Pasaje;INCIDENT;26/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR;
INC000000992856;IBERIA;IBERIA;15/02/2018 10:52;;Assigned;SNHUB issues, ticket bouncing to SSI queue after update from BA. Not reopen.;SIHUBSUPPORT;Delivery;Delivery;Media;;Unidad Control del Servicio;INCIDENT;15/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR (BUDAPEST);
INC000000992855;IBERIA;IBERIA;15/02/2018 10:47;;Assigned;El 1 de FEBRERO pude entrar en la aplicación y hoy no me da acceso. Lo estoy haciendo desde CROME.;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Media;;Mantenimiento Financiero;INCIDENT;20/02/2018;DEFAULT;DEFAULT;14;NEO-MARTINEZ VILLERGAS 49;D. SERV. AEROPORTUARIOS (1AH000)
INC000000992852;IBERIA;IBERIA;15/02/2018 10:45;;Assigned;IB-BT FULL LIVE CHECK ON PROD;HOLDBT_IB;Network Tower;Network Tower;Baja;;ARQUITECTURA DE RED Operación;INCIDENT;15/02/2018;DEFAULT;DEFAULT;14;SIN IDENTIFICAR;
INC000000992809;IBERIA;IBERIA;15/02/2018 09:52;;Pending;No le sale en la nómina de FEB, ni en atrasos de ENERO del 8 al 30 de enero.;PeopleSoft Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;14;HANGAR 5;TMA MECANICA. PROD CAD3 H (AMIRD0AA)
INC000000992779;IBERIA;IBERIA;15/02/2018 09:04;;In Progress;[S6DA3Z]KO en confirmación on-hold con pago íntegro con Tarjeta Regalo;AM_MTO_IBCOM;Application Tower;Ib.com;Media;2/26/18 2:43:30 PM, NIIT.RGAUTAM, Update from Ricardo: No news. Priorization done in : MAN-17 NDC - GDR: Incidencia en producción (988208) **** Urgent feedback required **** 2/21/18 8:48:25 PM, NIIT.RGAUTAM, Jira created for this incident. mail attached. 2/21/18 3:26:13 PM, NIIT.RGAUTAM, sent chaser to Ricardo. 2/20/18 12:37:52 PM, NIIT.RGAUTAM, Sent mail to Ricardo to investigate further.;MANTENIMIENTO IB.COM;INCIDENT;26/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;14;MANDOS;
INC000000992753;IBERIA;IBERIA;15/02/2018 08:33;;Pending;Fallos aplicación parte 66;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;14;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);CONTROL APROBACIONES (AMKF00F0)
INC000000992750;IBERIA;IBERIA;15/02/2018 10:48;;Assigned;Escalado Job: LINUX_ibm - El job: F49O801 con OrderID: 303ra del DataCenter: CTM_SERVER en la maqui;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;15/02/2018;PROCESS FAILURE;BATCH;14;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000992718;IBERIA;IBERIA;15/02/2018 09:31;;Pending;P09: Problemas Billetes free problemas en la opcion de emitir billetes;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;The error in this case is the follwoing, which is already being investigated in INC000000972418 RM ROBOT: ERROR TTP: CT RJT: UNABLE TO PROCESS;MANTENIMIENTO IB.COM;INCIDENT;16/02/2018;SOFTWARE FAILURE;;14;NEO-MARTINEZ VILLERGAS 49;GEREN. FLOTAS (AVV000)
INC000000992716;IBERIA;IBERIA;15/02/2018 09:30;;Pending;ING012: Error en la generación de INVENTARIO 2 HITO;Aplicaciones BI;Application Tower;BI;Baja;Pending Release Work is complete & tested but pending scheduled release;Mantenimiento BI;INCIDENT;20/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;14;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000992706;IBERIA;IBERIA;15/02/2018 09:46;;Assigned;INCIDENCIA PS GESTION TIEMPOS Y TAREAS - RELOJ DIGITAL;ELS_RRHH_CORP_COMUN;Delivery;Delivery;Media;Desarrollo en garantia;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;14;PMI AEROPUERTO;MNG. GEST.R.H.BALEARES (AHAKP0)
INC000000992700;IBERIA;IBERIA;15/02/2018 10:21;;Pending;INCIDENCIA RELOJ HUELLA DACTILAR-LPA;IAG SITA Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;14;LPA AEROPUERTO;PERSONAL LAS PALMAS (AHALP0EP)
INC000000992691;IBERIA;IBERIA;15/02/2018 08:57;;In Progress;[IBEFAC] incluir lo antes posible el campo año en los ficheros que envía IBEFAC a SAP CFS;AIRPORT1_ELS;Delivery;Delivery;Media;;Mantenimiento Aeropuertos;INCIDENT;20/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;14;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG SISTEMAS CORPORATIVOS (ASGB01)
INC000000992685;IBERIA;IBERIA;15/02/2018 08:29;;Assigned;FALTA DE DEFINICION PROCEDIMIENTO ANTICIPOS;FINANCE-SUPPORT-ELS;Delivery;Delivery;Media;;Mantenimiento Financiero;INCIDENT;15/02/2018;SOFTWARE FAILURE;;14;NEO-MARTINEZ VILLERGAS 49;PTP- CUENTAS A PAGAR (3KEFPFPT)
INC000000992669;OTHERS;BRITISH AIRWAYS;15/02/2018 07:24;;Assigned;MAAAG4 - BES INCIDENT for alertId 0094554036|BA_WEBSERVICE|CAPTWOv2_Stack5_CAR_CSOM_CargoSalesOrder;TSSUNUNISYS-SOP;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;20/02/2018;SOFTWARE WARNING;;14;SIN IDENTIFICAR;
INC000000992667;IBERIA;IBERIA;15/02/2018 07:44;;Pending;Al quedarse sin batería, olvida todas las contraseñas;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;16/02/2018;TELEPHONY FAILURE;DEVICE;14;EDIF.101 - HANGAR 3;OFICINA ADMINISTRATIVA LR (AMNLL0A0)
INC000000992665;IBERIA;IBERIA;15/02/2018 07:12;;Assigned;No funciona SQL;USV_NON_SAP_APPS;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;01/03/2018;SOFTWARE FAILURE;;14;TALLER MOTORES;MNG. UTILLAJE Y SOPORTE (AMRF02)
INC000000992640;IBERIA;IBERIA;15/02/2018 07:30;;Pending;[SAV006] No aparece ningun parking;USV_NON_SAP_APPS;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;14;BCN AEROPUERTO;TMA MECANICA (AMNLB0AC)
INC000000992639;IBERIA;IBERIA;15/02/2018 07:22;;In Progress;MOVIL AVERIADO-17144;Mobiles;Network Tower;Network Tower;Baja;Pte. reconfigurar.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26/02/2018;TELEPHONY FAILURE;DEVICE;14;TERMINAL T4;ASIST.PAX T4_SECRETARIA (AHMDS00S)
INC000000992619;IAG CARGO;IBERIA;15/02/2018 05:53;;Pending;BOMAG4 - AVCD IB - Functionality Issue;CARGO-AVCD;Application Tower;CARGO;Baja;02.26-We again extracted the rejection queue report from 20-jan-2018 to till date. There some AWB and CCA are still appearing . Could you please have a look and let us know if the AWB and CCA appearing in report are correct or is there any issue.;Mantenimiento Cargo;INCIDENT;26/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR;
INC000000992535;IBERIA;IBERIA;15/02/2018 01:09;;Pending;modulo emision billetes empleados caido - no emiten frees;AM_MTO_IBCOM;Application Tower;Ib.com;Media;[26/02/2018] NIIT.mpsingh The reported incident should not be occuring as the required action has already been taken;MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;SOFTWARE FAILURE;;14;NEO-MARTINEZ VILLERGAS 49;MNG DE PRODUCTO Y OPERACI (ALTR00)
INC000000992532;IBERIA;IBERIA;15/02/2018 00:14;;Assigned;nuevo hipervínculo de ARIBA no me permite acceder;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Baja;;Mantenimiento Financiero;INCIDENT;21/02/2018;SOFTWARE FAILURE;;14;SIN IDENTIFICAR (LIMA);PERU/LIMA/RCL (ALSAA3LE)
INC000000992476;IBERIA;IBERIA;14/02/2018 16:28;;Pending;test introducing mi email to receive the pwd and did not work so we need to raise a ticket for this.;OAM/OIM/OVD/OIF/OSB Support;Application Tower;HerramientasIT;Baja;;Mantenimiento Herramientas IT & DBAs;INCIDENT;26/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);Seguridad Operativa (ASXAGR01)
INC000000992418;IBERIA;IBERIA;14/02/2018 17:56;;Assigned;[UCZ2G8] Deeplink Generator Error.;NIIT_DESA_IBCOMGAR;Delivery;Delivery;Media;[2018/02/26] LEDA.lnavio: reasignamos incidencia, precisamente se utiliza el generador de deeplink porque la reserva es de AA, si fuera nuestra (IB) no se usaría el deeplink. No tiene sentido la respuesta de Resiber. Hay que buscar el error que da el acceso por deeplink, no el que da la web desde GDR. Adjuntamos información de nuevo intento y pasos. [23/02/2018] NIIT.mpsingh Requested customer to close the issue [2018/02/21] NIIT.abansal In this case we are getting error from Resiber while requesting seats, hence re-assinging to Resiber. [2018/02/16] LEDA.lnavio: Ya que esta reserva tiene PNR en Amadeus, es posible entrar en GDR pero entrando con ese PNR no se pueden comprar los asientos ya que está deshabilitado, es necesario que entre por deeplink con el PNR de Resiber M5DCD, para simular un “deeplink” real habría que irse a la web de la otra compañía, recuperar la reserva y pulsar la opción para generar ese enlace entre ambas webs. [2/16/2018]NIIT.abansal, Mail dropped to business Probably you have not understood my point, what I am asking is, is the same error seen when accessed through the web and not through the generator page? Can you advise those steps to replicate via web? [2018/02/15] LEDA.mclemente: Al ser un vuelo operado por Iberia, aunque sea de Level, debería acceder sin ningún problema. [2/15/2018] NIIT.abansal, Business to confirm if issue is on the web or not.Mail sent? [2018/02/15] LEDA.mclemente: Desde DS no tenemos acceso a la información para saber la configuración del firewall. 2/15/18 5:25:14 PM, NIIT.RGAUTAM, Sent mail to business for suggestion. Mail attached.;MANTENIMIENTO IB.COM;INCIDENT;26/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;15;SIN IDENTIFICAR;
INC000000992412;IBERIA;IBERIA;14/02/2018 17:36;;Pending;Pax marketing AA que no aparecen en los vuelos #229997;CSUSAS;Delivery;Delivery;Media;;Unidad de Operaciones Ordenadores;INCIDENT;27/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR;
INC000000992396;IBERIA;IBERIA;14/02/2018 16:50;;Assigned;PROBLEMAS DE ACCESO;USCABAM;Application Tower;Cobol Domain;Media;;Mantenimiento Financiero;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;15;NEO-MARTINEZ VILLERGAS 49;D. ADMINISTRACIÓN Y FINA (3KEF00)
INC000000992390;IBERIA;IBERIA;14/02/2018 16:14;;Assigned;Unsubscrible File data issue;Soporte Externo MDM;Application Tower;BI;Media;;Mantenimiento BI;INCIDENT;14/02/2018;DATA ISSUE;DATA CORRUPTION;15;SIN IDENTIFICAR;
INC000000992389;IBERIA;IBERIA;14/02/2018 16:11;;Assigned;There are few rejections for Unsubscribe file in MDM load;Soporte Externo MDM;Application Tower;BI;Media;;Mantenimiento BI;INCIDENT;14/02/2018;DATA ISSUE;;15;SIN IDENTIFICAR;
INC000000992384;IBERIA;IBERIA;14/02/2018 15:40;;Pending;Problema con ordenador;IAG SITA Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;TERMINAL T4;MNG. CONTROL Y OPT OPERAC (AHMH00)
INC000000992322;IBERIA;IBERIA;14/02/2018 13:42;;Pending;Por favor abrid incidencia: valoraciones erróneas (importe cero en tarifas IT).;USCIBMAM;Application Tower;Cobol Domain;Baja;confirmación de datos;Mantenimiento COBOL;INCIDENT;28/02/2018;DATA ISSUE;;15;EDIF.110 - ALMACENES GENERALES;RESP. CTROL ING Y GEST. A (3KEMI0)
INC000000992301;IBERIA;IBERIA;14/02/2018 12:28;;Pending;[Deshielos] No carga vuelos en la pantalla supervisor;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;14/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000992300;IBERIA;IBERIA;14/02/2018 12:39;;Assigned;Bloqueo Constante del usuario;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;28/02/2018;ACCESS FAILURE;;15;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000992288;IBERIA;IBERIA;14/02/2018 12:22;;In Progress;Alta de incidencia a grupo NDC-RESEIBER ELS-GARANTIA;NDC - RESIBER ELS - GARANTIA;Delivery;Delivery;Media;;Mantenimiento Pasaje;INCIDENT;16/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR;
INC000000992280;IBERIA;IBERIA;14/02/2018 12:04;;Pending;SIC021: No aparecen las HV del FP18 en los KPIs;Aplicaciones BI;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;NEO-MARTINEZ VILLERGAS 49;SM. BP. INFORMACIÓN Y ANÁ (1FIQ00)
INC000000992277;IBERIA;IBERIA;14/02/2018 12:03;;Pending;Dispositivo averiado. bateria;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22/02/2018;TELEPHONY FAILURE;DEVICE;15;TALLER MOTORES;MNG. UTILLAJE Y SOPORTE (AMRF02)
INC000000992258;IBERIA;IBERIA;14/02/2018 12:02;;Pending;[IB.COM Portal];AM_MTO_IBCOM;Application Tower;Ib.com;Media;2/23/18 4:36:14 PM, NIIT.HPANDEY, Chaser sent to user 2/21/18 7:17:40 PM, NIIT.HPANDEY, Attached Mail;MANTENIMIENTO IB.COM;INCIDENT;25/02/2018;SOFTWARE FAILURE;;15;SISTEMAS(MANDOS-ANÁLISIS-PRODU;TELEC Y GEST. PUEST TRAB (ASXM00CP)
INC000000992254;IBERIA;IBERIA;14/02/2018 11:00;;Assigned;facturas VI - ACO en formato incorrecto;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;14/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;15;SIN IDENTIFICAR;
INC000000992236;IBERIA;IBERIA;14/02/2018 13:58;;Pending;PANTALLA ROTA;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22/02/2018;HARDWARE FAILURE;;15;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000992233;IBERIA;IBERIA;14/02/2018 13:54;;Assigned;datos sacados de la aplicación origen y de OBI no concuerdan;ELS_GAR_SVU008_OBI Aeropuertos;UNKNOW;UNKNOW;Baja;;Mantenimiento BI;INCIDENT;19/02/2018;SOFTWARE FAILURE;;15;NEO-MARTINEZ VILLERGAS 49;MNG. CORD Y SOPORTE A LA (1AH300)
INC000000992231;IBERIA;IBERIA;14/02/2018 13:53;;Pending;SIC021: RPA alquiler plazas otras cias;Aplicaciones BI;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;NEO-MARTINEZ VILLERGAS 49;SM. BP. INFORMACIÓN Y ANÁ (1FIQ00)
INC000000992227;IBERIA;IBERIA;14/02/2018 14:28;;Pending;Fallo Software: Problema al Acceder a “OneNote”;IAG EUC Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR (Madrid);OF.TEC. IMG. PROD. HANGAR (AMIRE0BA)
INC000000992193;IBERIA;IBERIA;14/02/2018 12:34;;Pending;[COM042] Agencia contacta con tarifa OENNOC4K . En TKT comprobamos que no tiene equipaje;IBIS_NDC_GAR;Delivery;Delivery;Baja;;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR;
INC000000992174;IBERIA;IBERIA;14/02/2018 11:22;;In Progress;Datos BDPLIX y fichero liquidación provis I2;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;19/02/2018;SOFTWARE FAILURE;;15;EDIF.110 - ALMACENES GENERALES;RESP. CTROL ING Y GEST. A (3KEMI0)
INC000000992115;IBERIA;IBERIA;14/02/2018 10:00;;Assigned;Mail message from CONTROL-M: Ha fallado el job A39O30F en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;14/02/2018;PROCESS FAILURE;BATCH;15;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000992114;IBERIA;IBERIA;14/02/2018 09:58;;Assigned;Mail message from CONTROL-M: Ha fallado el job A39O30PS en zlc , avisar en horario laboral a USCIBMA;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;14/02/2018;PROCESS FAILURE;BATCH;15;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000992112;IBERIA;IBERIA;14/02/2018 10:26;;Pending;PNR: SNXOQT. ERROR AL INSERTAR LAS LINEAS SK ERROR SARA;SERVICIOSRESIBER;Application Tower;PSS;Baja;;Mantenimiento Pasaje;INCIDENT;15/02/2018;SOFTWARE FAILURE;;15;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000991944;IBERIA;IBERIA;14/02/2018 10:01;;Pending;Fallo Software:;IAG EUC Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;NEO-MARTINEZ VILLERGAS 49;SENIOR MANAGER ANCILLARIE (AC00AN)
INC000000991915;IBERIA;IBERIA;14/02/2018 08:41;;Pending;Se le ha desaparecido el acceso por Excel a Hyperion;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;27/02/2018;SOFTWARE FAILURE;;15;NEO-MARTINEZ VILLERGAS 49;BP FINANZAS COMERCIAL Y R (1FIC00)
INC000000991883;IBERIA;IBERIA;14/02/2018 07:09;;Pending;ZEBRA: El cursos se desplaza;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;15;TALLER MOTORES;BANCO PRUEBAS ACCESORIOS (AMICM0CC)
INC000000991851;IBERIA;IBERIA;13/02/2018 23:17;;Assigned;Salesforce - error en el volcado del datos del cliente FF IB11101839;Soporte Externo MDM;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;15/02/2018;SOFTWARE FAILURE;;16;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000991843;IBERIA;IBERIA;13/02/2018 23:54;;Assigned;Escalado Job: Ha fallado el job A39O30F en zlc , avisar en horario laboral a USCIBMAM (amibmcap@ibe;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;14/02/2018;PROCESS FAILURE;BATCH;16;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000991840;IBERIA;IBERIA;13/02/2018 23:12;;Assigned;INCIDENCIA SALESFORCE CON FF 3555166;Soporte Externo MDM;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;16/02/2018;SOFTWARE FAILURE;;16;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000991839;IBERIA;IBERIA;13/02/2018 23:09;;Assigned;INCIDENCIA SALESFORCE CON FF 5707336;Soporte Externo MDM;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;23/02/2018;SOFTWARE FAILURE;;16;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
